index,folder_name,clip_name
6531,20210315,clip_7_0316
6532,20210315,clip_8_0344
6534,20210315,clip_10_0440
6537,20210315,clip_13_0604
6576,20210316,clip_0_0000
6577,20210316,clip_1_0028
6578,20210316,clip_2_0056
6579,20210316,clip_3_0124
6581,20210316,clip_5_0220
6582,20210316,clip_6_0248
6583,20210316,clip_7_0316
6623,20210317,clip_0_0000
6625,20210317,clip_2_0034
6626,20210317,clip_3_0102
6628,20210317,clip_5_0158
6629,20210317,clip_6_0226
6630,20210317,clip_7_0254
6631,20210317,clip_8_0322
6633,20210317,clip_10_0418
6673,20210318,clip_0_0000
6677,20210318,clip_4_0133
6679,20210318,clip_6_0229
6680,20210318,clip_7_0257
6681,20210318,clip_8_0325
6682,20210318,clip_9_0353
6683,20210318,clip_10_0421
6720,20210318,clip_47_2330
6725,20210319,clip_3_0124
6727,20210319,clip_5_0220
6728,20210319,clip_6_0248
6729,20210319,clip_7_0316
6763,20210319,clip_41_2217
6772,20210320,clip_5_0220
6777,20210320,clip_10_0440
6778,20210320,clip_11_0508
6813,20210320,clip_46_2055
6824,20210321,clip_3_0124
6825,20210321,clip_4_0152
6826,20210321,clip_5_0220
6828,20210321,clip_7_0316
6867,20210321,clip_46_2339
6868,20210322,clip_0_0000
6869,20210322,clip_1_0028
6870,20210322,clip_2_0056
6871,20210322,clip_3_0124
6872,20210322,clip_4_0152
6873,20210322,clip_5_0220
6874,20210322,clip_6_0248
6875,20210322,clip_7_0316
6876,20210322,clip_8_0344
6877,20210322,clip_9_0412
6878,20210322,clip_10_0440
6879,20210322,clip_11_0508
6880,20210322,clip_12_0536
6920,20210322,clip_52_2351
6921,20210323,clip_0_0000
6922,20210323,clip_1_0028
6925,20210323,clip_4_0132
6926,20210323,clip_5_0200
6928,20210323,clip_7_0256
6929,20210323,clip_8_0324
6930,20210323,clip_9_0352
6931,20210323,clip_10_0420
6932,20210323,clip_11_0448
6933,20210323,clip_12_0516
6934,20210323,clip_13_0544
6975,20210324,clip_1_0028
6978,20210324,clip_4_0152
6979,20210324,clip_5_0220
6980,20210324,clip_6_0248
6981,20210324,clip_7_0316
6982,20210324,clip_8_0344
6983,20210324,clip_9_0412
6984,20210324,clip_10_0419
6985,20210324,clip_11_0447
6987,20210324,clip_13_0543
7028,20210325,clip_2_0035
7029,20210325,clip_3_0103
7030,20210325,clip_4_0131
7031,20210325,clip_5_0159
7032,20210325,clip_6_0227
7033,20210325,clip_7_0255
7034,20210325,clip_8_0323
7035,20210325,clip_9_0351
7036,20210325,clip_10_0419
7037,20210325,clip_11_0447
7038,20210325,clip_12_0515
7039,20210325,clip_13_0543
7065,20210325,clip_39_2331
7068,20210326,clip_1_0028
7071,20210326,clip_4_0152
7073,20210326,clip_6_0248
7076,20210326,clip_9_0412
7077,20210326,clip_10_0440
7095,20210326,clip_28_1238
7122,20210327,clip_1_0028
7125,20210327,clip_4_0152
7127,20210327,clip_6_0248
7128,20210327,clip_7_0316
7131,20210327,clip_10_0440
7132,20210327,clip_11_0508
7182,20210328,clip_7_0316
7185,20210328,clip_10_0440
7225,20210328,clip_50_2355
7226,20210329,clip_0_0000
7228,20210329,clip_2_0056
7229,20210329,clip_3_0124
7230,20210329,clip_4_0152
7231,20210329,clip_5_0220
7232,20210329,clip_6_0248
7234,20210329,clip_8_0347
7235,20210329,clip_9_0415
7280,20210330,clip_3_0124
7282,20210330,clip_5_0220
7283,20210330,clip_6_0248
7284,20210330,clip_7_0316
7285,20210330,clip_8_0344
7287,20210330,clip_10_0440
7288,20210330,clip_11_0508
7301,20210330,clip_24_1104
7303,20210330,clip_26_1200
7308,20210330,clip_31_1404
7311,20210330,clip_34_1528
7331,20210331,clip_1_0028
7333,20210331,clip_3_0124
7335,20210331,clip_5_0220
7336,20210331,clip_6_0248
7338,20210331,clip_8_0344
7339,20210331,clip_9_0412
7340,20210331,clip_10_0420
7341,20210331,clip_11_0448
7342,20210331,clip_12_0516
7343,20210331,clip_13_0544
7385,20210401,clip_2_0056
7387,20210401,clip_4_0131
7389,20210401,clip_6_0227
7391,20210401,clip_8_0323
7393,20210401,clip_10_0419
7394,20210401,clip_11_0447
7395,20210401,clip_12_0515
7396,20210401,clip_13_0543
7435,20210401,clip_52_2249
7442,20210402,clip_4_0152
7443,20210402,clip_5_0220
7444,20210402,clip_6_0248
7445,20210402,clip_7_0316
7446,20210402,clip_8_0319
7448,20210402,clip_10_0415
7449,20210402,clip_11_0443
7450,20210402,clip_12_0511
7451,20210402,clip_13_0539
7489,20210402,clip_51_2228
7496,20210403,clip_3_0112
7497,20210403,clip_4_0140
7499,20210403,clip_6_0236
7501,20210403,clip_8_0332
7502,20210403,clip_9_0400
7503,20210403,clip_10_0428
7504,20210403,clip_11_0456
7505,20210403,clip_12_0524
7506,20210403,clip_13_0552
7547,20210404,clip_2_0056
7548,20210404,clip_3_0101
7549,20210404,clip_4_0129
7550,20210404,clip_5_0157
7552,20210404,clip_7_0253
7553,20210404,clip_8_0321
7554,20210404,clip_9_0349
7555,20210404,clip_10_0417
7556,20210404,clip_11_0445
7557,20210404,clip_12_0513
7558,20210404,clip_13_0541
7596,20210404,clip_51_2255
7599,20210405,clip_0_0000
7601,20210405,clip_2_0056
7602,20210405,clip_3_0124
7603,20210405,clip_4_0152
7604,20210405,clip_5_0220
7605,20210405,clip_6_0248
7606,20210405,clip_7_0316
7607,20210405,clip_8_0344
7609,20210405,clip_10_2342
7610,20210406,clip_0_0000
7611,20210406,clip_1_0028
7612,20210406,clip_2_0056
7613,20210406,clip_3_0124
7614,20210406,clip_4_0152
7615,20210406,clip_5_0220
7618,20210406,clip_8_0336
7619,20210406,clip_9_0404
7620,20210406,clip_10_0432
7622,20210406,clip_12_0528
7662,20210406,clip_52_2338
7666,20210407,clip_3_0124
7667,20210407,clip_4_0152
7668,20210407,clip_5_0220
7669,20210407,clip_6_0248
7670,20210407,clip_7_0316
7671,20210407,clip_8_0344
7672,20210407,clip_9_0358
7673,20210407,clip_10_0426
7674,20210407,clip_11_0454
7676,20210407,clip_13_0550
7714,20210407,clip_51_2307
7721,20210408,clip_4_0152
7723,20210408,clip_6_0248
7724,20210408,clip_7_0316
7725,20210408,clip_8_0344
7726,20210408,clip_9_0412
7727,20210408,clip_10_0440
7728,20210408,clip_11_0508
7729,20210408,clip_12_0536
7767,20210408,clip_50_2239
7769,20210408,clip_52_2335
7770,20210409,clip_0_0000
7771,20210409,clip_1_0028
7773,20210409,clip_3_0124
7775,20210409,clip_5_0220
7776,20210409,clip_6_0248
7777,20210409,clip_7_0316
7779,20210409,clip_9_0412
7780,20210409,clip_10_0440
7781,20210409,clip_11_0508
7824,20210410,clip_3_0124
7825,20210410,clip_4_0152
7830,20210410,clip_9_0403
7831,20210410,clip_10_0431
7832,20210410,clip_11_0459
7833,20210410,clip_12_0527
7834,20210410,clip_13_0555
7835,20210410,clip_14_0623
7837,20210410,clip_16_0719
7847,20210410,clip_26_1148
7848,20210410,clip_27_1216
7849,20210410,clip_28_1232
7855,20210410,clip_34_1520
7878,20210411,clip_3_0124
7888,20210411,clip_13_0604
7931,20210412,clip_2_0056
7932,20210412,clip_3_0124
7933,20210412,clip_4_0146
7934,20210412,clip_5_0214
7935,20210412,clip_6_0242
7937,20210412,clip_8_0338
7938,20210412,clip_9_0406
7939,20210412,clip_10_0434
7940,20210412,clip_11_0502
7983,20210413,clip_0_0000
7984,20210413,clip_1_0028
7985,20210413,clip_2_0056
7986,20210413,clip_3_0124
7989,20210413,clip_6_0226
7990,20210413,clip_7_0254
7991,20210413,clip_8_0322
7992,20210413,clip_9_0350
7993,20210413,clip_10_0418
7994,20210413,clip_11_0446
7995,20210413,clip_12_0514
7996,20210413,clip_13_0542
8037,20210414,clip_0_0000
8039,20210414,clip_2_0056
8040,20210414,clip_3_0124
8044,20210414,clip_7_0316
8045,20210414,clip_8_0344
8046,20210414,clip_9_0412
8047,20210414,clip_10_0440
8048,20210414,clip_11_0508
8049,20210414,clip_12_0536
8051,20210414,clip_14_0632
8088,20210414,clip_51_2300
8090,20210414,clip_53_2356
8092,20210415,clip_1_0028
8095,20210415,clip_4_0152
8096,20210415,clip_5_0220
8097,20210415,clip_6_0248
8099,20210415,clip_8_0344
8102,20210415,clip_11_0508
8143,20210415,clip_52_2324
8150,20210416,clip_5_0220
8151,20210416,clip_6_0248
8152,20210416,clip_7_0316
8153,20210416,clip_8_0344
8154,20210416,clip_9_0412
8155,20210416,clip_10_0440
8156,20210416,clip_11_0508
8157,20210416,clip_12_0536
8163,20210416,clip_18_0801
8238,20210418,clip_1_0028
8240,20210418,clip_3_0124
8244,20210418,clip_7_0320
8245,20210418,clip_8_0348
8246,20210418,clip_9_0416
8250,20210418,clip_13_0608
8253,20210418,clip_16_0732
8289,20210418,clip_52_2309
8295,20210419,clip_4_0152
8296,20210419,clip_5_0220
8297,20210419,clip_6_0248
8298,20210419,clip_7_0316
8299,20210419,clip_8_0344
8300,20210419,clip_9_0412
8301,20210419,clip_10_0440
8302,20210419,clip_11_0458
8349,20210420,clip_4_0131
8350,20210420,clip_5_0159
8351,20210420,clip_6_0227
8352,20210420,clip_7_0255
8353,20210420,clip_8_0323
8354,20210420,clip_9_0351
8355,20210420,clip_10_0419
8398,20210421,clip_1_0028
8404,20210421,clip_7_0313
8405,20210421,clip_8_0341
8407,20210421,clip_10_0437
8408,20210421,clip_11_0505
8409,20210421,clip_12_0533
8451,20210422,clip_0_0000
8452,20210422,clip_1_0028
8453,20210422,clip_2_0056
8454,20210422,clip_3_0124
8455,20210422,clip_4_0152
8456,20210422,clip_5_0220
8457,20210422,clip_6_0248
8458,20210422,clip_7_0316
8459,20210422,clip_8_0344
8460,20210422,clip_9_0404
8461,20210422,clip_10_0432
8462,20210422,clip_11_0500
8463,20210422,clip_12_0528
8507,20210423,clip_1_0028
8508,20210423,clip_2_0056
8509,20210423,clip_3_0108
8510,20210423,clip_4_0136
8511,20210423,clip_5_0204
8512,20210423,clip_6_0232
8513,20210423,clip_7_0300
8514,20210423,clip_8_0328
8515,20210423,clip_9_0356
8517,20210423,clip_11_0452
8566,20210424,clip_4_0152
8620,20210425,clip_4_0152
8621,20210425,clip_5_0220
8624,20210425,clip_8_0344
8626,20210425,clip_10_0440
8628,20210425,clip_12_0536
8671,20210426,clip_1_0028
8672,20210426,clip_2_0056
8673,20210426,clip_3_0124
8674,20210426,clip_4_0152
8675,20210426,clip_5_0220
8676,20210426,clip_6_0248
8677,20210426,clip_7_0316
8679,20210426,clip_9_0412
8680,20210426,clip_10_0440
8682,20210426,clip_12_0536
8723,20210426,clip_53_2326
8724,20210426,clip_54_2354
8728,20210427,clip_3_0124
8729,20210427,clip_4_0152
8730,20210427,clip_5_0220
8731,20210427,clip_6_0248
8732,20210427,clip_7_0316
8733,20210427,clip_8_0344
8734,20210427,clip_9_0412
8735,20210427,clip_10_0440
8737,20210427,clip_12_0536
8782,20210428,clip_3_0124
8784,20210428,clip_5_0220
8785,20210428,clip_6_0248
8786,20210428,clip_7_0316
8787,20210428,clip_8_0344
8788,20210428,clip_9_0352
8789,20210428,clip_10_0420
8790,20210428,clip_11_0448
8791,20210428,clip_12_0516
8824,20210428,clip_45_2041
8825,20210428,clip_46_2109
8835,20210429,clip_3_0124
8836,20210429,clip_4_0152
8837,20210429,clip_5_0220
8838,20210429,clip_6_0248
8839,20210429,clip_7_0316
8840,20210429,clip_8_0339
8841,20210429,clip_9_0407
8842,20210429,clip_10_0435
8843,20210429,clip_11_0503
8884,20210429,clip_52_2324
8892,20210430,clip_6_0248
8894,20210430,clip_8_0344
8895,20210430,clip_9_0412
8896,20210430,clip_10_0440
8899,20210430,clip_13_0604
